 -12.575   0.000000
 -12.475   0.000000
 -12.375   0.000000
 -12.275   0.000000
 -12.175   0.000000
 -12.075   0.000000
 -11.975   0.000000
 -11.875   0.000000
 -11.775   0.000000
 -11.675   0.000000
 -11.575   0.000000
 -11.475   0.000001
 -11.375   0.000001
 -11.275   0.000001
 -11.175   0.000001
 -11.075   0.000001
 -10.975   0.000002
 -10.875   0.000002
 -10.775   0.000003
 -10.675   0.000004
 -10.575   0.000005
 -10.475   0.000006
 -10.375   0.000008
 -10.275   0.000009
 -10.175   0.000012
 -10.075   0.000015
  -9.975   0.000018
  -9.875   0.000023
  -9.775   0.000028
  -9.675   0.000035
  -9.575   0.000043
  -9.475   0.000053
  -9.375   0.000066
  -9.275   0.000081
  -9.175   0.000099
  -9.075   0.000120
  -8.975   0.000147
  -8.875   0.000178
  -8.775   0.000216
  -8.675   0.000262
  -8.575   0.000317
  -8.475   0.000382
  -8.375   0.000459
  -8.275   0.000551
  -8.175   0.000660
  -8.075   0.000788
  -7.975   0.000940
  -7.875   0.001118
  -7.775   0.001328
  -7.675   0.001572
  -7.575   0.001858
  -7.475   0.002192
  -7.375   0.002579
  -7.275   0.003028
  -7.175   0.003548
  -7.075   0.004147
  -6.975   0.004837
  -6.875   0.005630
  -6.775   0.006539
  -6.675   0.007577
  -6.575   0.008761
  -6.475   0.010108
  -6.375   0.011637
  -6.275   0.013367
  -6.175   0.015321
  -6.075   0.017522
  -5.975   0.019996
  -5.875   0.022768
  -5.775   0.025869
  -5.675   0.029327
  -5.575   0.033175
  -5.475   0.037446
  -5.375   0.042173
  -5.275   0.047394
  -5.175   0.053144
  -5.075   0.059462
  -4.975   0.066385
  -4.875   0.073951
  -4.775   0.082200
  -4.675   0.091169
  -4.575   0.100895
  -4.475   0.111414
  -4.375   0.122761
  -4.275   0.134967
  -4.175   0.148061
  -4.075   0.162071
  -3.975   0.177018
  -3.875   0.192920
  -3.775   0.209790
  -3.675   0.227636
  -3.575   0.246459
  -3.475   0.266255
  -3.375   0.287010
  -3.275   0.308707
  -3.175   0.331317
  -3.075   0.354804
  -2.975   0.379124
  -2.875   0.404224
  -2.775   0.430043
  -2.675   0.456509
  -2.575   0.483543
  -2.475   0.511057
  -2.375   0.538954
  -2.275   0.567129
  -2.175   0.595470
  -2.075   0.623859
  -1.975   0.652171
  -1.875   0.680275
  -1.775   0.708036
  -1.675   0.735317
  -1.575   0.761977
  -1.475   0.787876
  -1.375   0.812871
  -1.275   0.836822
  -1.175   0.859594
  -1.075   0.881052
  -0.975   0.901069
  -0.875   0.919523
  -0.775   0.936300
  -0.675   0.951297
  -0.575   0.964417
  -0.475   0.975578
  -0.375   0.984708
  -0.275   0.991747
  -0.175   0.996650
  -0.075   0.999384
   0.000   1.000000
   0.100   0.998905
   0.200   0.995626
   0.300   0.990186
   0.400   0.982619
   0.500   0.972976
   0.600   0.961318
   0.700   0.947720
   0.800   0.932269
   0.900   0.915062
   1.000   0.896206
   1.100   0.875818
   1.200   0.854019
   1.300   0.830940
   1.400   0.806714
   1.500   0.781480
   1.600   0.755378
   1.700   0.728550
   1.800   0.701136
   1.900   0.673276
   2.000   0.645107
   2.100   0.616764
   2.200   0.588376
   2.300   0.560065
   2.400   0.531949
   2.500   0.504139
   2.600   0.476736
   2.700   0.449836
   2.800   0.423525
   2.900   0.397879
   3.000   0.372969
   3.100   0.348852
   3.200   0.325580
   3.300   0.303196
   3.400   0.281732
   3.500   0.261215
   3.600   0.241662
   3.700   0.223083
   3.800   0.205481
   3.900   0.188854
   4.000   0.173192
   4.100   0.158482
   4.200   0.144703
   4.300   0.131833
   4.400   0.119845
   4.500   0.108708
   4.600   0.098391
   4.700   0.088857
   4.800   0.080072
   4.900   0.071997
   5.000   0.064595
   5.100   0.057827
   5.200   0.051655
   5.300   0.046041
   5.400   0.040947
   5.500   0.036336
   5.600   0.032175
   5.700   0.028427
   5.800   0.025061
   5.900   0.022046
   6.000   0.019350
   6.100   0.016947
   6.200   0.014810
   6.300   0.012914
   6.400   0.011237
   6.500   0.009755
   6.600   0.008451
   6.700   0.007305
   6.800   0.006300
   6.900   0.005422
   7.000   0.004656
   7.100   0.003989
   7.200   0.003411
   7.300   0.002910
   7.400   0.002477
   7.500   0.002104
   7.600   0.001783
   7.700   0.001508
   7.800   0.001272
   7.900   0.001071
   8.000   0.000900
   8.100   0.000754
   8.200   0.000631
   8.300   0.000526
   8.400   0.000438
   8.500   0.000364
   8.600   0.000302
   8.700   0.000250
   8.800   0.000206
   8.900   0.000170
   9.000   0.000140
   9.100   0.000115
   9.200   0.000094
   9.300   0.000077
   9.400   0.000062
   9.500   0.000051
   9.600   0.000041
   9.700   0.000033
   9.800   0.000027
   9.900   0.000022
  10.000   0.000017
  10.100   0.000014
  10.200   0.000011
  10.300   0.000009
  10.400   0.000007
  10.500   0.000006
  10.600   0.000004
  10.700   0.000004
  10.800   0.000003
  10.900   0.000002
  11.000   0.000002
  11.100   0.000001
  11.200   0.000001
  11.300   0.000001
  11.400   0.000001
  11.500   0.000001
  11.600   0.000000
  11.700   0.000000
  11.800   0.000000
  11.900   0.000000
  12.000   0.000000
  12.100   0.000000
  12.200   0.000000
  12.300   0.000000
  12.400   0.000000
  12.500   0.000000
  12.600   0.000000
